Distrito;Sitio;IDEM;X crtm;Y crtm;Nombre común;Especie;Clasificación;DAP;H;Estado Fitosanitario;Inclinación del fuste;Cercanía al tendido eléctrico (m);Afectación de Aceras;Prodecencia;Riesgo General
La Asunción;Aceras;8510;481579.0019;1103671.368;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;5;B;B;1;A;Exótico;ALTO
La Asunción;Aceras;8514;481526.3943;1104019.369;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;4.3;B;B;2;A;Exótico;ALTO
La Asunción;Aceras;8517;481522.9467;1104033.016;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;4;B;B;5;A;Exótico;ALTO
La Asunción;Aceras;8518;481517.5176;1104037.172;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;4;B;B;5;A;Exótico;ALTO
La Asunción;Aceras;8592;481491.4649;1104233.832;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;3.5;B;B;7;A;Exótico;ALTO
La Asunción;Aceras;8601;481289.3312;1103371.368;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;6.5;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;8711;481159.6735;1103639.514;Roble de Sabana;Tabebuia rosea;Árbol;12.3;4;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;8768;481105.1809;1103632.022;Roble de Sabana;Tabebuia rosea;Árbol;16;3.7;B;A;1;A;Nativo;ALTO
La Asunción;Aceras;10268;481412.8133;1103696.473;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;5.3;B;B;0;A;Exótico;ALTO
La Asunción;Aceras;10517;481109.0324;1104080.048;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;4;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;10519;481107.7169;1104080.27;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;3;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;10521;481106.729;1104077.838;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;4.3;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;11321;481036.5509;1103635.265;Roble de Sabana;Tabebuia rosea;Árbol;9.999;3.5;B;B;0;A;Nativo;ALTO
La Asunción;Aceras;11336;481208.5686;1103635.175;Roble de Sabana;Tabebuia rosea;Árbol;39.9;5;B;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2103;478991.1771;1103716.504;Flor blanca;Plumeria rubra;Árbol;11.2;2.8;B;A;0.5;A;Exótico;ALTO
La Asunción;Aceras;12194;482095.8581;1104119.348;Marañón;Anacardium occidentale;Arbusto;10.3;4;B;B;0;NA;Nativo;ALTO
San Antonio;Aceras;5814;478912.8305;1102880.094;Cristóbal;Platymiscium pinnatum;Árbol;19;8.8;B;B;NA;A;Nativo;ALTO
San Antonio;Aceras;5815;478911.1655;1102876.999;Laurel negro;Cordia gerascanthus;Árbol;15.1;8.8;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8869;481530.917;1102578.017;Roble de Sabana;Tabebuia rosea;Árbol;21.5;9.5;B;B;0.3;NA;Nativo;ALTO
La Asunción;Aceras;8986;481557.5301;1102576.846;Roble de Sabana;Tabebuia rosea;Árbol;25.2;7.5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;10662;481800.6994;1102592.074;Roble de Sabana;Tabebuia rosea;Árbol;32.3;7.5;B;B;0;A;Nativo;ALTO
La Asunción;Aceras;7167;481541.0001;1102889.619;Hisopo;Callistemon lanceolatus;Árbol;22.35;7;B;A;0;A;Exótico;ALTO
La Asunción;Aceras;7266;481454.3286;1103205.246;Güitite;Acnistus arborescens;Árbol;23.18;7;B;A;NA;A;Nativo;ALTO
San Antonio;Polideportivo;4334;478769.6962;1103203.091;Cenízaro;Samanea saman;Árbol;52;9;B;B;NA;NA;Nativo;ALTO
San Antonio;Polideportivo;4353;478763.7036;1103267.02;Cenízaro;Samanea saman;Árbol;50.3;8;B;B;NA;NA;Nativo;ALTO
La Asunción;Parques;7026;481667.3105;1103811.599;Guachipelín;Diphysa americana;Árbol;18.75;7.6;B;C;NA;NA;Nativo;ALTO
La Asunción;Aceras;11288;482741.7853;1102431.547;Ciprés;Cupressus lusitanica;Árbol;50.1;10;A;C;NA;A;Exótico;ALTO
San Antonio;Aceras;3791;480037.8591;1103791.522;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;7;B;A;NA;NA;Exótico;ALTO
La Asunción;Aceras;6938;482149.079;1102619.331;Laurel de la India;Ficus benjamina;Árbol;17.45;10;B;A;NA;B;Exótico;ALTO
La Asunción;Aceras;6946;482155.5816;1102630.341;Laurel de la India;Ficus benjamina;Árbol;19.6;10;B;A;NA;C;Exótico;ALTO
La Asunción;Aceras;10862;482780.8694;1102353.001;Casuarina;Casuarina equisetifolia;Árbol;45.5;20;B;A;NA;NA;Exótico;ALTO
La Ribera;Aceras;194;481166.2268;1104677.679;Flor blanca;Plumeria rubra;Árbol;9.999;4;B;A;1;A;Nativo;ALTO
San Antonio;Aceras;3343;478999.9624;1103574.998;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;6;B;A;NA;A;Exótico;ALTO
La Ribera;Parques;1655;479858.867;1104885.746;Malinche;Delonix regia;Árbol;50.5;11;B;A;NA;NA;Exótico;ALTO
La Ribera;Parques;1661;479953.4888;1105020.222;Aguacate;Persea americana;Árbol;58.9;15.6;B;A;NA;NA;Nativo;ALTO
La Ribera;Parques;1663;479216.6746;1104799.785;Malinche;Delonix regia;Árbol;69.6;18.2;B;A;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4320;478792.249;1103147.779;Laurel de la India;Ficus benjamina;Árbol;54.5;10;B;A;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4346;478749.44;1103248.559;Poró gigante;Erythrina poeppigiana;Árbol;52.85;13.4;B;A;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4369;478940.6275;1103216.263;Higuerón;Ficus jimenezii;Árbol;125;14;B;A;NA;NA;Nativo;ALTO
La Asunción;Parques;6989;481307.7667;1103837.35;Laurel de la india;Ficus benjamina;Árbol;54.5;12;B;A;NA;NA;Exótico;ALTO
La Asunción;Parques;7005;481175.62;1104027.809;Laurel de la india;Ficus benjamina;Árbol;54.5;12;B;A;NA;NA;Exótico;ALTO
La Asunción;Parques;7059;481876.3498;1102464.58;Laurel de la india;Ficus benjamina;Árbol;54.5;10;B;A;NA;NA;Exótico;ALTO
La Asunción;Parques;7311;481340.8834;1103831.798;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
La Asunción;Parques;7312;481340.0658;1103832.318;Palmera phenix;Phoenix roebelenii;Palma;9.999;16.8;B;C;NA;A;Exótico;ALTO
La Asunción;Parques;13961;480937.6127;1103814.627;Madero negro;Gliricidia sepium;Árbol;55.06761031;11.34;B;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13969;481005.0364;1103798.842;Madero negro;Gliricidia sepium;Árbol;52.52113122;12.8075;B;A;NA;NA;Nativo;ALTO
La Asunción;Parques;13985;480994.0638;1103798.152;Higuerón;Ficus costaricana;Árbol;51.56620156;12.8075;B;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14036;480942.3491;1103804.391;Madero negro;Gliricidia sepium;Árbol;63.66197724;12.8075;B;A;NA;NA;Nativo;ALTO
La Asunción;Parques;14047;480925.0751;1103808.802;Madero negro;Gliricidia sepium;Árbol;50.29296202;12.8075;B;A;NA;NA;Nativo;ALTO
San Antonio;Aceras;2857;478400.3736;1102899.112;Matapiejo;Trichilia martiana;Árbol;75.3;11.6;A;B;NA;B;Nativo;ALTO
San Antonio;Parques;3951;479569.4568;1103281.394;Roble de Sabana;Tabebuia rosea;Árbol;33.5;15.3;B;B;NA;NA;Nativo;ALTO
San Antonio;Parques;3952;479570.1367;1103279.604;Jacaranda;Jacaranda mimosifolia;Árbol;35.7;15;B;B;NA;NA;Exótico;ALTO
San Antonio;Parques;3995;478943.9072;1102737.371;NI;NI;NI;54;10;C;B;NA;NA;NI;ALTO
San Antonio;Parques;4028;478808.2861;1102961.028;Laurel;Cordia alliodora;Árbol;26.2;10;B;B;NA;NA;Nativo;ALTO
San Antonio;Parques;4049;478827.1021;1102968.572;Yos;Sapium glanduloson;Árbol;26.4;10;B;B;NA;NA;Nativo;ALTO
San Antonio;Parques;4089;478595.596;1103156.206;Guaba;Inga vera;Árbol;30.83;10;B;B;NA;NA;Nativo;ALTO
San Antonio;Parques;4129;478756.307;1102800.092;Laurel;Cordia alliodora;Árbol;18.17;12;B;B;NA;NA;Nativo;ALTO
San Antonio;Polideportivo;4335;478767.1818;1103215.59;Uruca;Trichilia havanensis;Árbol;48.4;10;B;B;NA;NA;Nativo;ALTO
San Antonio;Parques;5991;478114.1404;1103074.11;Gavilancillo;Albizia adinocephala;Árbol;20.23;10.6;B;B;NA;NA;Nativo;ALTO
La Asunción;Parques;14006;480973.8386;1103800.583;Madero negro;Gliricidia sepium;Árbol;23.87324146;12.8075;C;B;NA;NA;Nativo;ALTO
La Ribera;Aceras;183;481036.2492;1104914.45;Orgullo de la India;Lagerstroemia speciosa;Árbol;9.999;2.7;B;A;0.5;A;Exótico;ALTO
La Ribera;Aceras;184;481083.4387;1104832.143;Orgullo de la India;Lagerstroemia speciosa;Árbol;9.999;2.5;B;A;2;A;Exótico;ALTO
La Ribera;Aceras;548;480024.7038;1104568.596;Palmera real cubana;Roystonea regia;Palma;60.1;17;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;549;479972.0304;1104666.833;Palmera real cubana;Roystonea regia;Palma;60.7;17;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;550;479978.7764;1104653.601;Palmera real cubana;Roystonea regia;Palma;63.7;17;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;580;479938.8379;1104533.816;Casuarina;Casuarina equisetifolia;Árbol;70;14.6;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;818;479735.785;1104374.965;Palmera real cubana;Roystonea regia;Palma;56.7;14;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;820;479729.0746;1104371.539;Palmera real cubana;Roystonea regia;Palma;53.6;13.8;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;824;479712.357;1104366.283;Llama del bosque;Spathodea campanulata;Árbol;69;11.2;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;825;479702.1092;1104363.729;Palmera real cubana;Roystonea regia;Palma;59.6;15.8;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;828;479699.36;1104360.384;Palmera real cubana;Roystonea regia;Palma;55.4;13;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;833;479681.8436;1104358.003;Roble sabana;Tabebuia rosea;Árbol;61.1;12;A;A;NA;A;Nativo;ALTO
La Ribera;Aceras;838;479674.4073;1104371.847;Jacaranda;Jacaranda mimosifolia;Árbol;63.1;10;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;904;479660.8755;1104444.496;Palmera real cubana;Roystonea regia;Palma;58.5;12;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;905;479664.0013;1104446.644;Roble sabana;Tabebuia rosea;Árbol;56;10;A;A;NA;A;Nativo;ALTO
La Ribera;Aceras;907;479673.3385;1104448.215;Llama del bosque;Spathodea campanulata;Árbol;51.3;10;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;952;479828.9177;1104487.989;Caoba;Swietenia macrophylla;Árbol;63.8;10.6;A;A;NA;A;Nativo;ALTO
La Ribera;Aceras;960;479839.881;1104456.474;Teca;Tectona grandis;Árbol;61.7;12;A;A;NA;A;Exótico;ALTO
La Ribera;Aceras;1359;478499.3939;1104304.139;Roble Sabana;Tabebuia rosea;Árbol;62.5;11;A;A;NA;B;Nativo;ALTO
La Ribera;Aceras;1360;478499.8958;1104298.215;Roble Sabana;Tabebuia rosea;Árbol;70.9;17;A;A;NA;B;Nativo;ALTO
La Ribera;Aceras;1366;478573.839;1104214.592;Cedro;Cedrela odorata;Árbol;96.1;20;A;A;NA;C;Nativo;ALTO
San Antonio;Aceras;1465;478468.533;1103733.107;Palmera real cubana;Roystonea regia;Palma;50.5;10.8;A;A;1;B;Exótico;ALTO
San Antonio;Aceras;1466;478472.7719;1103737.507;Palmera real cubana;Roystonea regia;Palma;57.2;10.6;A;A;1;B;Exótico;ALTO
San Antonio;Aceras;1468;478478.3397;1103736.642;Palmera real cubana;Roystonea regia;Palma;65;10.8;A;A;1;B;Exótico;ALTO
San Antonio;Aceras;1469;478487.0352;1103739.066;Palmera real cubana;Roystonea regia;Palma;54;15;A;A;1;B;Exótico;ALTO
San Antonio;Aceras;1478;478489.2042;1103724.872;Palmera real cubana;Roystonea regia;Palma;51.1;15;A;A;2;C;Exótico;ALTO
San Antonio;Aceras;1479;478496.3462;1103712.548;Palmera real cubana;Roystonea regia;Palma;56.6;11.2;A;A;1.2;C;Exótico;ALTO
San Antonio;Aceras;3638;478706.3734;1103259.243;Higuerón;Ficus jimenezii;Árbol;103.5;17.4;A;A;NA;A;Nativo;ALTO
San Antonio;Aceras;2534;480022.3178;1103975.55;Madero negro;Gliricidia sepium;Árbol;26.1;10.4;A;B;NA;A;Nativo;ALTO
La Asunción;Aceras;12121;481221.8364;1103638.929;Zorrillo;Cestrum sp. 1;Arbusto;9.999;10;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;10676;481370.907;1102906.011;Palmera phenix;Phoenix roebelenii;Palma;9.999;2.8;B;C;NA;A;Exótico;ALTO
San Antonio;Aceras;2305;479304.9887;1103796.435;Almendro ;Terminalia catappa;Árbol;28.4;7.2;A;B;0;A;Exótico;ALTO
San Antonio;Aceras;2310;479325.5274;1103795.867;Almendro ;Terminalia catappa;Árbol;21;7.2;A;B;0;A;Exótico;ALTO
La Asunción;Aceras;6126;481554.291;1102767.941;Neem;Azadirachta indica;Árbol;12.5;5.5;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;6568;481529.6679;1102327.502;Lorito;Cojoba arborea;Árbol;30.63;6.5;B;B;0;A;Nativo;ALTO
La Asunción;Aceras;7448;482012.2546;1102641.118;Aceituno;Simarouba amara;Árbol;24.7;5.3;B;B;0.3;A;Nativo;ALTO
La Asunción;Aceras;8202;481549.6919;1102578.75;Llama del bosque;Spathodea campanulata;Árbol;24.05;6.2;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;8713;481835.9609;1102593.52;Roble de Sabana;Tabebuia rosea;Árbol;12.7;5;B;B;NA;NA;Nativo;ALTO
La Asunción;Aceras;8727;481539.5339;1102572.311;Roble de Sabana;Tabebuia rosea;Árbol;13.3;4;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8737;481592.4853;1102354.808;Guachipelín;Diphysa americana;Árbol;35;5;B;B;0;NA;Nativo;ALTO
La Asunción;Aceras;8766;481671.5511;1102583.981;Roble de Sabana;Tabebuia rosea;Árbol;15.9;5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8779;481679.2611;1102584.459;Roble de Sabana;Tabebuia rosea;Árbol;17.1;4.5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8823;481662.0663;1102581.771;Roble de Sabana;Tabebuia rosea;Árbol;17.4;5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8841;481624.893;1102581.028;Roble de Sabana;Tabebuia rosea;Árbol;18.7;5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8917;481842.3663;1102594.12;Roble de Sabana;Tabebuia rosea;Árbol;22.8;6.5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8985;481629.9393;1102582.491;Roble de Sabana;Tabebuia rosea;Árbol;25;5.7;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;9061;481874.4222;1102595.93;Roble de Sabana;Tabebuia rosea;Árbol;26.5;6.5;B;B;0;A;Nativo;ALTO
La Asunción;Aceras;9079;481830.9064;1102593.125;Roble de Sabana;Tabebuia rosea;Árbol;26.9;5;B;B;NA;NA;Nativo;ALTO
La Asunción;Aceras;9083;481853.5324;1102595.134;Roble de Sabana;Tabebuia rosea;Árbol;27.2;6.5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;9912;481927.3321;1102605.832;Palmera navideña;Adonidia merrilli;Palma;12.8;4;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;10941;481466.43;1102249.822;Guachipelín;Diphysa americana;Árbol;46.1;6;B;B;2;A;Nativo;ALTO
La Ribera;Aceras;1;479544.8388;1104129.83;Casco venado;Bauhinia purpurea;Árbol;11.5;2.8;B;A;1;A;Exótico;ALTO
La Ribera;Aceras;5;479576.3316;1104146.211;Casco venado;Bauhinia purpurea;Árbol;11.9;2.8;B;A;0.6;A;Exótico;ALTO
San Antonio;Aceras;2407;480049.2323;1104105.613;Uruca;Trichilia havanensis;Árbol;9.999;2.5;B;B;3;B;Nativo;ALTO
San Antonio;Aceras;2454;480104.2115;1103885.843;Uruca;Trichilia havanensis;Árbol;12;2.8;B;A;1;B;Nativo;ALTO
San Antonio;Aceras;2475;480101.0118;1103866.841;Palma phenix enana;Phoenix roebelenii;Palma;25;2.5;B;A;3;A;Exótico;ALTO
San Antonio;Aceras;2476;480100.3885;1103869.863;Palma phenix enana;Phoenix roebelenii;Palma;27.5;2.7;B;A;2;A;Exótico;ALTO
San Antonio;Aceras;2477;480099.5552;1103873.628;Palma phenix enana;Phoenix roebelenii;Palma;27.6;2;B;A;2.5;A;Exótico;ALTO
San Antonio;Aceras;2478;480099.1717;1103878.198;Palma phenix enana;Phoenix roebelenii;Palma;21;2.1;B;A;3;A;Exótico;ALTO
San Antonio;Aceras;5610;479906.1717;1103669.55;Palma phenix enana;Phoenix roebelenii;Palma;16.5;2.3;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;5697;479853.9741;1104063.338;Casco venado;Bauhinia purpurea;Árbol;9.999;2.8;B;B;2.5;A;Exótico;ALTO
La Asunción;Aceras;6771;481485.439;1104273.789;Casco venado;Bauhinia purpurea;Árbol;9.999;2;B;B;8;A;Exótico;ALTO
La Asunción;Aceras;6772;481482.2288;1104213.48;Casco venado;Bauhinia purpurea;Árbol;9.999;2.6;B;B;0.5;A;Exótico;ALTO
La Asunción;Aceras;7214;481009.2579;1103647.113;Cerito;Casearia corymbosa;Árbol;9.999;2.1;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;7215;481013.9723;1103647.221;Cerito;Casearia corymbosa;Árbol;9.999;2.8;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;7763;481536.4684;1103861.844;Dama;Citharexylum donnell-smithii;Árbol;9.999;2;B;B;2.3;A;Nativo;ALTO
La Asunción;Aceras;7774;481292.9328;1103740.973;Dama;Citharexylum donnell-smithii;Árbol;9.999;2.3;B;B;2;A;Nativo;ALTO
La Asunción;Aceras;7947;481046.7032;1103970.922;Flor blanca;Plumeria rubra;Árbol;9.999;2;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;7950;481042.314;1103963.514;Flor blanca;Plumeria rubra;Árbol;9.999;2;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;7965;481065.3475;1103983.188;Flor blanca;Plumeria rubra;Árbol;9.999;2.5;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8127;481537.9427;1103706.375;Guayaba de mono;Posoqueria latifolia;Árbol;11.4;2.5;B;A;1.5;A;Nativo;ALTO
La Asunción;Aceras;8508;481582.7328;1103654.253;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;2.5;B;B;1.5;A;Exótico;ALTO
La Asunción;Aceras;8511;481535.0714;1103968.981;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;2.7;B;B;7;A;Exótico;ALTO
La Asunción;Aceras;8512;481534.9898;1103970.223;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;2.9;B;B;7;A;Exótico;ALTO
La Asunción;Aceras;8513;481534.6613;1103975.312;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;2;C;B;9;A;Exótico;ALTO
La Asunción;Aceras;8519;481517.1989;1104042.103;Jacaranda;Jacaranda mimosifolia;Árbol;9.999;2.5;C;B;7;A;Exótico;ALTO
La Asunción;Aceras;8639;481238.2684;1103824.944;Jocote;Spondias purpurea;Árbol;9.999;2.8;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;8736;481300.402;1103768.176;Roble de Sabana;Tabebuia rosea;Árbol;14.4;2.5;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;9644;480989.4077;1103635.289;Orgullo de la india;Lagerstroemia speciosa;Árbol;9.999;2;B;B;0.8;A;Exótico;ALTO
La Asunción;Aceras;11315;480991.6071;1103648.007;Roble de Sabana;Tabebuia rosea;Árbol;9.999;2.8;B;B;NA;A;Nativo;ALTO
La Asunción;Aceras;11615;481493.4756;1103708.066;Saragundí;Senna reticulata;Arbusto;9.999;2.2;C;C;NA;A;Nativo;ALTO
La Asunción;Aceras;11887;481438.0403;1103700.743;Vainillo;Tecoma stans;Árbol;9.999;2.6;B;B;2;A;Nativo;ALTO
La Asunción;Aceras;11902;481546.8984;1103716.335;Vainillo;Tecoma stans;Árbol;17.2;2.7;B;A;2;A;Nativo;ALTO
San Antonio;Aceras;2562;479244.0908;1103331.006;Corteza amarilla;Tabebuia ochracea;Árbol;10.5;3;B;A;2;A;Nativo;ALTO
San Antonio;Aceras;2626;479116.3736;1103124.263;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.2;6;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;2627;479115.2342;1103125.626;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.1;6;B;A;0.6;A;Exótico;ALTO
San Antonio;Aceras;2635;478963.2375;1103172.195;Vainillo;Tecoma stans;Árbol;9.999;3.2;B;B;NA;A;Nativo;ALTO
San Antonio;Aceras;2664;478645.3118;1103031.178;Aguacate;Persea americana;Árbol;9.999;4.2;B;B;0.5;A;Nativo;ALTO
San Antonio;Aceras;2683;478654.3913;1102985.331;Almendro;Terminalia catappa;Árbol;16.57;5;B;A;0;A;Exótico;ALTO
San Antonio;Aceras;2684;478653.637;1102983.533;Laurel de la India;Ficus benjamina;Árbol;13.6;3;B;A;3;A;Exótico;ALTO
San Antonio;Aceras;2707;478664.3862;1102931.948;Laurel de la India;Ficus benjamina;Árbol;17.35;3.2;B;A;2.8;A;Exótico;ALTO
San Antonio;Aceras;2788;478456.851;1102863.546;Casco Venado;Bauhinia sp.;Árbol;9.999;4.4;B;B;NA;A;Exótico;ALTO
San Antonio;Aceras;2791;478457.616;1102851.977;Almendro;Terminalia catappa;Árbol;12.4;4;B;A;0.5;A;Exótico;ALTO
San Antonio;Aceras;2853;478392.6662;1102888.299;Palma navideña;Adonidia merrilli;Palma;21.3;3.5;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;2860;478578.5764;1102937.894;Palmera múltiple;Chrysalidocarpus lutescens;Palma;11.7;6;B;A;NA;A;Exótico;ALTO
San Antonio;Aceras;3194;479527.9824;1103343.443;Llama del bosque;Spathodea campanulata;Árbol;18.1;3.5;B;A;2;B;Exótico;ALTO
San Antonio;Aceras;6030;478275.4736;1103149.119;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;3.5;B;B;NA;NA;Exótico;ALTO
La Asunción;Aceras;6941;481989.4786;1103133.949;Laurel de la India;Ficus benjamina;Árbol;18.5;3;B;A;0;A;Exótico;ALTO
La Asunción;Aceras;7913;482086.1905;1103041.171;Mango;Mangifera indica;Árbol;20.03;5;B;A;NA;A;Exótico;ALTO
La Asunción;Aceras;8337;481361.3664;1102848.486;Guachipelín;Diphysa americana;Árbol;30.77;6.5;B;A;NA;B;Nativo;ALTO
La Asunción;Aceras;9733;481393.3182;1102919.331;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.2;5;B;A;NA;A;Exótico;ALTO
La Asunción;Aceras;9740;481480.9302;1102931.457;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.45;4;C;A;0.5;A;Exótico;ALTO
La Asunción;Aceras;9748;481407.0853;1102921.233;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.5;4.5;B;A;0.2;A;Exótico;ALTO
La Asunción;Aceras;9777;481495.5901;1102936.224;Palmera múltiple;Chrysalidocarpus lutescens;Palma;10.8;4.3;C;A;0;A;Exótico;ALTO
La Asunción;Aceras;9895;481485.7077;1102928.21;Palmera múltiple;Chrysalidocarpus lutescens;Palma;12.53333333;4.5;C;A;0;A;Exótico;ALTO
La Asunción;Aceras;10488;481386.2535;1102904.928;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;4.2;B;B;NA;A;Exótico;ALTO
La Asunción;Aceras;10495;481455.7215;1102929.662;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;4;C;B;0.3;A;Exótico;ALTO
La Asunción;Aceras;10496;481464.5984;1102928.815;Palmera múltiple;Chrysalidocarpus lutescens;Palma;9.999;4;C;B;0.3;A;Exótico;ALTO
La Asunción;Aceras;10633;482267.7175;1103179.948;Nuez de areca;Areca catechu;Palma;12.5;3;B;A;1;A;Exótico;ALTO
La Asunción;Aceras;12195;482137.8388;1103958.75;Lorito;Cojoba arborea;Árbol;16.8;6.4;B;A;1;A;Nativo;ALTO
San Antonio;Aceras;2472;480102.1769;1103862.298;Pringo de oro;Duranta erecta;Arbusto;11;2.7;B;B;2;A;Nativo;ALTO
San Antonio;Aceras;6033;478266.2714;1103144.833;Chicasquil;Cnidoscolus aconitifolius;Arbusto;20.5;5;B;B;NA;NA;Nativo;ALTO
San Antonio;Polideportivo;4321;478789.5103;1103151.652;Laurel de la India;Ficus benjamina;Árbol;60;8.4;B;A;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4343;478754.8044;1103235.173;Laurel de la India;Ficus benjamina;Árbol;56.7;9.2;B;A;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4363;478938.3305;1103225.555;Higuerón;Ficus sp.;Árbol;155;9;B;A;NA;NA;Exótico;ALTO
San Antonio;Polideportivo;4376;478942.2651;1103204.318;Jiñocuabe/Indio desnudo;Bursera simaruba;Árbol;65.3;8;B;A;NA;NA;Nativo;ALTO
San Antonio;Polideportivo;4387;478914.0576;1103151.248;Malinche;Delonix regia;Árbol;81;7.5;B;A;0;NA;Exótico;ALTO
San Antonio;Parques;4839;480104.4932;1103680.074;Laurel de la India;Ficus benjamina;Árbol;58;7;B;A;NA;B;Exótico;ALTO
La Asunción;Aceras;6767;482891.4318;1103013.649;Malinche;Delonix regia;Árbol;33.8;7;B;A;NA;B;Exótico;ALTO
La Asunción;Aceras;6980;482167.5457;1102628.954;Laurel de la India;Ficus benjamina;Árbol;22.5;9;B;A;NA;C;Exótico;ALTO
La Asunción;Aceras;6982;482070.7302;1102607.837;Laurel de la India;Ficus benjamina;Árbol;22.95;8;B;A;NA;B;Exótico;ALTO
La Asunción;Aceras;7001;482138.8691;1102618.604;Laurel de la India;Ficus benjamina;Árbol;31.5;8;B;A;NA;C;Exótico;ALTO
La Asunción;Aceras;7107;481345.2792;1102605.358;Madero negro;Gliricidia sepium;Árbol;27.63;7;B;A;NA;NA;Nativo;ALTO
La Asunción;Aceras;8844;481510.9465;1102576.053;Roble de Sabana;Tabebuia rosea;Árbol;19.6;7;B;A;NA;A;Nativo;ALTO
La Asunción;Aceras;12158;481452.8636;1102838.131;Uruca;Trichilia havanensis;Árbol;19.63;8.5;B;A;NA;B;Nativo;ALTO
La Ribera;Parques;1547;479746.6994;1104452.187;Casco venado;Bauhinia purpurea;Árbol;13.3;7.4;B;B;NA;NA;Exótico;ALTO
La Ribera;Parques;1639;479975.4107;1105030.203;Uruca;Trichilia havanensis;Árbol;38;7.8;B;B;NA;NA;Nativo;ALTO
